StockCode,canonical_description,total_units_sold,gross_revenue,number_of_orders,number_of_customers,return_value,net_revenue
22284,HEN HOUSE DECORATION,2478.0,4040.8999999999996,300.0,157.0,-42.89999999999999,3997.9999999999995
22285,"DECORATION HEN ON NEST, HANGING",2719.0,4274.53,261.0,165.0,-19.799999999999997,4254.73
22286,"DECORATION , WOBBLY RABBIT , METAL ",1937.0,2200.75,195.0,119.0,0.0,2200.75
22287,"DECORATION , WOBBLY CHICKEN, METAL ",1340.0,1435.7499999999998,121.0,81.0,-4.68,1431.0699999999997
22288,HANGING METAL RABBIT DECORATION,1314.0,1536.03,119.0,75.0,0.0,1536.03
22289,"DECORATION , HANGING METAL CHICKEN",764.0,817.48,76.0,45.0,0.0,817.48
22290,STANDING METAL RABBIT WITH EGG,670.0,1223.02,78.0,60.0,-2.1,1220.92
22291,"SPRING DEC , HANGING CHICK CREAM",3193.0,4412.929999999999,264.0,141.0,-69.6,4343.329999999999
22292,HANGING CHICK  YELLOW DECORATION,2785.0,3783.97,222.0,145.0,-34.8,3749.1699999999996
22293,HANGING CHICK GREEN DECORATION,2036.0,2866.16,225.0,114.0,-34.8,2831.3599999999997
22294,HEART FILIGREE DOVE  SMALL,16923.0,20962.02,861.0,414.0,-133.75,20828.27
22295,HEART FILIGREE DOVE LARGE,8547.0,14108.199999999999,706.0,381.0,-98.99999999999999,14009.199999999999
22296,HEART IVORY TRELLIS LARGE,9855.0,16260.509999999998,833.0,428.0,-13.2,16247.309999999998
22297,HEART IVORY TRELLIS SMALL,13871.0,17926.6,969.0,391.0,-343.75,17582.85
22299,PIG KEYRING WITH LIGHT & SOUND ,3966.0,4505.88,202.0,103.0,-76.25,4429.63
22306,SILVER MUG BONE CHINA TREE OF LIFE,1692.0,2450.37,163.0,125.0,-28.7,2421.67
22307,GOLD MUG BONE CHINA TREE OF LIFE,1266.0,1930.48,118.0,87.0,-49.8,1880.68
22308,TEA COSY BLUE STRIPE,683.0,2115.41,214.0,75.0,-66.3,2049.1099999999997
22309,TEA COSY RED  STRIPE,1341.0,3509.68,266.0,117.0,-66.3,3443.3799999999997
22310,IVORY KNITTED MUG COSY ,1801.0,3270.96,223.0,64.0,-21.249999999999996,3249.71
22311,OFFICE MUG WARMER BLACK+SILVER ,2145.0,6897.35,300.0,120.0,-33.50000000000001,6863.85
22312,OFFICE MUG WARMER POLKADOT,1312.0,4516.700000000001,269.0,104.0,-81.65000000000002,4435.050000000001
22313,OFFICE MUG WARMER PINK,1022.0,3255.2200000000003,137.0,74.0,-647.4,2607.82
22314,OFFICE MUG WARMER CHOC+BLUE,1162.0,4085.88,249.0,101.0,-15.8,4070.08
22315,200 RED + WHITE BENDY STRAWS,2192.0,2820.77,387.0,191.0,-6.25,2814.52
22316,200 BENDY SKULL STRAWS,1271.0,1450.32,119.0,62.0,-1.25,1449.07
22317,FIVE CATS HANGING DECORATION,589.0,1839.4600000000003,167.0,83.0,0.0,1839.4600000000003
22318,FIVE HEART HANGING DECORATION,1620.0,5102.01,389.0,204.0,-59.00000000000001,5043.01
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2999.0,1705.8400000000001,174.0,141.0,-50.050000000000004,1655.7900000000002
22320,BIRDS MOBILE VINTAGE DESIGN,601.0,3562.8700000000003,180.0,130.0,-136.85,3426.0200000000004
22321,BIRD DECORATION RED RETROSPOT,2584.0,2393.22,305.0,118.0,-0.85,2392.37
22322,BIRD DECORATION GREEN POLKADOT,1622.0,1536.51,272.0,77.0,-12.75,1523.76
22323,PINK POLKADOT KIDS BAG,635.0,1683.31,116.0,57.0,-23.4,1659.9099999999999
22324,BLUE POLKADOT KIDS BAG,681.0,1841.51,152.0,53.0,-15.6,1825.91
22325,MOBILE VINTAGE HEARTS ,702.0,3168.6800000000003,224.0,129.0,-237.60000000000002,2931.0800000000004
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,15655.0,44943.43,1391.0,439.0,-168.15,44775.28
22327,ROUND SNACK BOXES SET OF 4 SKULLS,3095.0,10054.49,646.0,256.0,-76.30000000000001,9978.19
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,14602.0,40407.96,1159.0,401.0,-1818.3499999999997,38589.61
22329,ROUND CONTAINER SET OF 5 RETROSPOT,5165.0,8448.9,610.0,261.0,-54.449999999999996,8394.449999999999
22330,72 ROUND PINK DOILIES,128.0,197.89999999999998,22.0,15.0,-17.4,180.49999999999997
22331,WOODLAND PARTY BAG + STICKER SET,3732.0,6135.5,437.0,225.0,-47.85,6087.65
22332,SKULLS PARTY BAG + STICKER SET,4177.0,6551.9,381.0,233.0,-669.3,5882.599999999999
22333,RETROSPOT PARTY BAG + STICKER SET,10165.0,15865.82,697.0,333.0,-1951.1999999999998,13914.619999999999
22334,DINOSAUR PARTY BAG + STICKER SET,2246.0,3578.7599999999998,264.0,180.0,-31.349999999999998,3547.41
22335,HEART DECORATION PAINTED ZINC ,8740.0,5707.360000000001,510.0,242.0,-292.95000000000005,5414.410000000001
22336,DOVE DECORATION PAINTED ZINC ,4734.0,2296.27,214.0,136.0,-14.950000000000001,2281.32
22337,ANGEL DECORATION PAINTED ZINC ,2509.0,1550.96,146.0,67.0,0.0,1550.96
22338,STAR DECORATION PAINTED ZINC ,6150.0,2197.3500000000004,264.0,143.0,-60.370000000000005,2136.9800000000005
22339,CHRISTMAS TREE PAINTED ZINC ,3551.0,1406.8500000000001,145.0,86.0,-81.28,1325.5700000000002
22340,NOEL GARLAND PAINTED ZINC ,1800.0,1514.4099999999999,184.0,81.0,-19.049999999999997,1495.36
22341,LOVE GARLAND PAINTED ZINC ,3481.0,5725.41,240.0,128.0,-1858.1999999999998,3867.21
22342,HOME GARLAND PAINTED ZINC ,1820.0,2531.33,230.0,109.0,-96.29999999999998,2435.0299999999997
22343,PARTY PIZZA DISH RED RETROSPOT,3309.0,1995.9399999999998,188.0,90.0,-35.699999999999996,1960.2399999999998
22344,PARTY PIZZA DISH PINK POLKADOT,1593.0,819.18,133.0,65.0,0.0,819.18
22345,PARTY PIZZA DISH BLUE POLKADOT,1480.0,724.12,128.0,62.0,-15.299999999999999,708.82
22346,PARTY PIZZA DISH GREEN POLKADOT,1312.0,622.81,103.0,43.0,0.0,622.81
22347,PIZZA SLICE DISH,2716.0,3119.18,115.0,50.0,0.0,3119.18
22348,TEA BAG PLATE RED RETROSPOT,12566.0,10708.33,961.0,344.0,-85.0,10623.33
22349,DOG BOWL CHASING BALL DESIGN,2585.0,10608.039999999999,366.0,226.0,-132.12,10475.919999999998
22350,ILLUSTRATED CAT BOWL ,2860.0,7952.009999999999,331.0,169.0,-5.1,7946.909999999999
22351,DOTCOMGIFTSHOP TEA TOWEL,15.0,29.809999999999995,3.0,1.0,0.0,29.809999999999995
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,7172.0,18067.42,1117.0,366.0,-165.29999999999998,17902.12
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,3039.0,7917.889999999999,493.0,200.0,-50.99999999999999,7866.889999999999
22354,RETROSPOT PADDED SEAT CUSHION,2257.0,8563.31,280.0,157.0,-70.89,8492.42
22355,CHARLOTTE BAG SUKI DESIGN,32635.0,46584.99,1742.0,393.0,-144.39000000000001,46440.6
22356,CHARLOTTE BAG PINK POLKADOT,20226.0,21243.09,1584.0,423.0,-430.74,20812.35
22357,KINGS CHOICE BISCUIT TIN,2092.0,9445.82,462.0,259.0,-202.25,9243.57
22358,KINGS CHOICE TEA CADDY ,2687.0,8541.25,605.0,295.0,-170.35,8370.9
22359,GLASS JAR KINGS CHOICE,1290.0,4099.42,202.0,117.0,-115.05000000000001,3984.37
22360,GLASS JAR ENGLISH CONFECTIONERY,2525.0,7630.0,425.0,209.0,-524.45,7105.55
22361,GLASS JAR DAISY FRESH COTTON WOOL,1852.0,6074.67,496.0,189.0,-232.85000000000002,5841.82
22362,GLASS JAR PEACOCK BATH SALTS,764.0,2460.6800000000003,253.0,133.0,-144.55,2316.13
22363,GLASS JAR MARMALADE ,782.0,2309.3,169.0,99.0,-400.40000000000003,1908.9
22364,GLASS JAR DIGESTIVE BISCUITS,2061.0,6531.1,340.0,164.0,-306.90000000000003,6224.200000000001
22365,DOORMAT RESPECTABLE HOUSE,2355.0,15503.93,443.0,193.0,-22.65,15481.28
22366,DOORMAT AIRMAIL ,2561.0,17423.17,568.0,252.0,-209.97000000000003,17213.199999999997
22367,CHILDRENS APRON SPACEBOY DESIGN,8153.0,16060.91,1156.0,593.0,-99.45,15961.46
22371,AIRLINE BAG VINTAGE TOKYO 78,1867.0,9178.51,684.0,285.0,-81.13,9097.380000000001
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,616.0,3149.75,287.0,163.0,-33.95,3115.8
22374,AIRLINE BAG VINTAGE JET SET RED,1038.0,5180.47,430.0,226.0,-23.35,5157.12
22375,AIRLINE BAG VINTAGE JET SET BROWN,609.0,3079.58,284.0,135.0,-10.6,3068.98
22376,AIRLINE BAG VINTAGE JET SET WHITE,543.0,2721.22,246.0,145.0,0.0,2721.22
22377,BOTTLE BAG RETROSPOT ,3621.0,6931.48,435.0,200.0,-116.8,6814.679999999999
22378,WALL TIDY RETROSPOT ,3776.0,6909.82,546.0,167.0,-31.5,6878.32
22379,RECYCLING BAG RETROSPOT ,16053.0,35362.76,1570.0,423.0,-128.95000000000002,35233.810000000005
22380,TOY TIDY SPACEBOY  ,4985.0,10274.42,688.0,300.0,-94.5,10179.92
22381,TOY TIDY PINK POLKADOT,9442.0,19960.07,1100.0,349.0,-62.75,19897.32
22382,LUNCH BAG SPACEBOY DESIGN ,20386.0,34317.59,2153.0,790.0,-387.25,33930.34
22383,LUNCH BAG SUKI  DESIGN ,25403.0,43836.86,2398.0,664.0,-285.8,43551.06
22384,LUNCH BAG PINK POLKADOT,20988.0,34425.81,2106.0,681.0,-434.85,33990.96
22385,JUMBO BAG SPACEBOY DESIGN,17220.0,32735.2,1248.0,412.0,-725.44,32009.760000000002
22386,JUMBO BAG PINK POLKADOT,39809.0,77049.38,2245.0,601.0,-866.98,76182.40000000001
22389,PAPERWEIGHT SAVE THE PLANET,659.0,1276.12,92.0,74.0,-210.0,1066.12
22390,PAPERWEIGHT CHILDHOOD MEMORIES,819.0,1463.82,83.0,56.0,0.0,1463.82
22391,PAPERWEIGHT HOME SWEET HOME,323.0,635.1899999999999,66.0,45.0,0.0,635.1899999999999
22393,PAPERWEIGHT VINTAGE COLLAGE,839.0,1484.6699999999998,120.0,75.0,-111.00000000000001,1373.6699999999998
22394,PAPERWEIGHT KINGS CHOICE ,347.0,549.3499999999999,55.0,43.0,-15.299999999999999,534.05
22395,PAPERWEIGHT VINTAGE PAISLEY,237.0,428.94,53.0,31.0,0.0,428.94
22396,MAGNETS PACK OF 4 RETRO PHOTO,1910.0,1448.35,184.0,122.0,-15.0,1433.35
22398,MAGNETS PACK OF 4 SWALLOWS,4319.0,3791.2599999999998,430.0,273.0,-120.0,3671.2599999999998
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,4088.0,4794.6,277.0,180.0,-30.0,4764.6
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2462.0,2064.56,234.0,159.0,-30.39,2034.1699999999998
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3445.0,3032.8,250.0,158.0,-17.5,3015.3
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1730.0,1217.16,212.0,137.0,-15.0,1202.16
22405,MONEY BOX POCKET MONEY DESIGN,1672.0,2033.4,217.0,173.0,-16.06,2017.3400000000001
22406,MONEY BOX KINGS CHOICE DESIGN,2507.0,3175.61,217.0,145.0,-55.660000000000004,3119.9500000000003
22407,MONEY BOX FIRST ADE DESIGN,438.0,521.12,75.0,55.0,-38.160000000000004,482.96
22408,MONEY BOX CONFECTIONERY DESIGN,662.0,813.67,95.0,72.0,-39.410000000000004,774.26
22409,MONEY BOX BISCUITS DESIGN,1712.0,2325.48,164.0,108.0,-17.5,2307.98
22410,MONEY BOX HOUSEKEEPING DESIGN,1363.0,1667.46,198.0,136.0,-15.0,1652.46
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,27669.0,58149.35,2192.0,658.0,-791.52,57357.83
22412,METAL SIGN NEIGHBOURHOOD WITCH ,2408.0,5163.96,402.0,166.0,-4.2,5159.76
22413,METAL SIGN TAKE IT OR LEAVE IT ,7037.0,19937.79,881.0,446.0,-340.54999999999995,19597.24
22414,DOORMAT NEIGHBOURHOOD WITCH ,1191.0,7241.85,220.0,92.0,-16.2,7225.650000000001
22415,WHITE TISSUE REAM,326.0,2591.7000000000003,204.0,156.0,0.0,2591.7000000000003
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1972.0,2767.79,176.0,122.0,-8.7,2759.09
22417,PACK OF 60 SPACEBOY CAKE CASES,21625.0,11250.09,1103.0,521.0,-62.7,11187.39
22418,10 COLOUR SPACEBOY PEN,12730.0,10790.32,586.0,332.0,-192.1,10598.22
22419,LIPSTICK PEN RED,7058.0,3370.77,509.0,191.0,-4.14,3366.63
22420,LIPSTICK PEN BABY PINK,2117.0,1019.85,234.0,111.0,-0.42,1019.4300000000001
22421,LIPSTICK PEN FUSCHIA,4814.0,2397.37,406.0,172.0,-18.6,2378.77
22422,TOOTHPASTE TUBE PEN,2785.0,1803.99,354.0,119.0,-15.600000000000001,1788.39
22423,REGENCY CAKESTAND 3 TIER,27536.0,344069.3,3918.0,1314.0,-16724.1,327345.2
22424,ENAMEL BREAD BIN CREAM,1557.0,21267.71,739.0,310.0,-570.45,20697.26
22425,ENAMEL COLANDER CREAM,866.0,4401.8,301.0,195.0,-112.55,4289.25
22426,ENAMEL WASH BOWL CREAM,1347.0,5195.24,372.0,182.0,-129.7,5065.54
22427,ENAMEL FLOWER JUG CREAM,3238.0,19463.56,798.0,460.0,-291.5,19172.06
22428,ENAMEL FIRE BUCKET CREAM,479.0,3533.63,191.0,126.0,-104.25,3429.38
22429,ENAMEL MEASURING JUG CREAM,2325.0,10056.39,625.0,364.0,-187.0,9869.39
22430,ENAMEL WATERING CAN CREAM,1408.0,6831.49,356.0,230.0,-176.9,6654.59
22431,WATERING CAN BLUE ELEPHANT,3403.0,6859.179999999999,620.0,269.0,-35.099999999999994,6824.079999999999
22432,WATERING CAN PINK BUNNY,3555.0,6784.3099999999995,517.0,266.0,-35.1,6749.209999999999
22433,WATERING CAN GREEN DINOSAUR,2803.0,5241.8099999999995,422.0,211.0,-29.25,5212.5599999999995
22434,BALLOON PUMP WITH 10 BALLOONS,2579.0,4795.89,281.0,203.0,-35.1,4760.79
22435,SET OF 9 HEART SHAPED BALLOONS,5002.0,6296.49,537.0,303.0,-154.75,6141.74
22436,12 COLOURED PARTY BALLOONS,4273.0,2724.75,289.0,173.0,-17.55,2707.2
22437,SET OF 9 BLACK SKULL BALLOONS,6562.0,5502.01,443.0,258.0,-13.6,5488.41
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1478.0,1950.27,170.0,117.0,0.0,1950.27
22439,6 ROCKET BALLOONS ,3956.0,2641.8900000000003,363.0,216.0,-48.75,2593.1400000000003
22440,BALLOON WATER BOMB PACK OF 35,8586.0,3425.87,292.0,187.0,-18.48,3407.39
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2717.0,5891.31,472.0,295.0,-21.0,5870.31
22442,GROW YOUR OWN FLOWERS SET OF 3,875.0,4836.87,172.0,140.0,-141.9,4694.97
22443,GROW YOUR OWN HERBS SET OF 3,698.0,5545.400000000001,264.0,193.0,-39.75,5505.650000000001
22444,GROW YOUR OWN PLANT IN A CAN ,10416.0,14229.9,453.0,249.0,-143.75,14086.15
22445,PENCIL CASE LIFE IS BEAUTIFUL,1312.0,4025.5700000000006,275.0,147.0,0.0,4025.5700000000006
22446,PIN CUSHION BABUSHKA PINK,624.0,1772.03,186.0,61.0,-20.1,1751.93
22447,PIN CUSHION BABUSHKA BLUE,252.0,813.1600000000001,82.0,41.0,-20.1,793.0600000000001
22448,PIN CUSHION BABUSHKA RED,757.0,2440.13,121.0,79.0,-20.1,2420.03
22449,SILK PURSE BABUSHKA PINK,1370.0,4538.74,308.0,155.0,-40.2,4498.54
22450,SILK PURSE BABUSHKA BLUE,870.0,2925.7200000000003,180.0,117.0,-40.2,2885.5200000000004
22451,SILK PURSE BABUSHKA RED,1394.0,4715.4400000000005,238.0,134.0,-26.8,4688.64
22452,MEASURING TAPE BABUSHKA PINK,1347.0,3558.3,255.0,112.0,-38.35000000000001,3519.9500000000003
22453,MEASURING TAPE BABUSHKA BLUE,866.0,2390.27,144.0,78.0,-23.6,2366.67
22454,MEASURING TAPE BABUSHKA RED,1515.0,4237.09,179.0,115.0,-64.9,4172.1900000000005
22456,NATURAL SLATE CHALKBOARD LARGE ,4457.0,21859.23,835.0,385.0,-501.5,21357.73
22457,NATURAL SLATE HEART CHALKBOARD ,15687.0,48423.25000000001,2046.0,874.0,-324.8,48098.450000000004
22458,CAST IRON HOOK GARDEN FORK,1530.0,3815.85,173.0,121.0,0.0,3815.85
22459,CAST IRON HOOK GARDEN TROWEL,1386.0,3420.18,172.0,124.0,0.0,3420.18
22460,EMBOSSED GLASS TEALIGHT HOLDER,4821.0,6356.45,376.0,206.0,-32.120000000000005,6324.33
22461,SAVOY ART DECO CLOCK,416.0,3722.5299999999997,146.0,82.0,-638.4499999999999,3084.08
22464,HANGING METAL HEART LANTERN,7922.0,13129.579999999998,784.0,397.0,-378.9,12750.679999999998
22465,HANGING METAL STAR LANTERN,4636.0,7499.4,461.0,270.0,-217.64999999999998,7281.75
22466,FAIRY TALE COTTAGE NIGHTLIGHT,5876.0,10806.519999999999,394.0,199.0,-76.8,10729.72
22467,GUMBALL COAT RACK,12212.0,28919.8,1095.0,398.0,-665.55,28254.25
22468,BABUSHKA LIGHTS STRING OF 10,1777.0,11846.630000000001,413.0,196.0,-352.3,11494.330000000002
22469,HEART OF WICKER SMALL,29013.0,51088.159999999996,2151.0,886.0,-426.09999999999997,50662.06
22470,HEART OF WICKER LARGE,18508.0,55772.020000000004,1952.0,827.0,-1028.7,54743.32000000001
22471,TV DINNER TRAY AIR HOSTESS ,643.0,2678.31,176.0,91.0,-11.85,2666.46
22472,TV DINNER TRAY DOLLY GIRL,1111.0,5256.14,250.0,131.0,-24.75,5231.39
22473,TV DINNER TRAY VINTAGE PAISLEY,833.0,3210.17,209.0,120.0,0.0,3210.17
22474,SPACEBOY TV DINNER TRAY,984.0,4830.21,254.0,144.0,-136.0,4694.21
22475,SKULL DESIGN TV DINNER TRAY,778.0,3925.63,256.0,115.0,-29.700000000000003,3895.9300000000003
22476,EMPIRE UNION JACK TV DINNER TRAY,1356.0,5416.32,269.0,145.0,-49.5,5366.82
22477,WATERING CAN GARDEN MARKER,2433.0,3385.5299999999997,276.0,155.0,-1.25,3384.2799999999997
22478,BIRDHOUSE GARDEN MARKER ,2778.0,3859.69,317.0,176.0,-2.5,3857.19
22479,DAISY GARDEN MARKER,1944.0,2699.96,214.0,129.0,0.0,2699.96
22480,RED TEA TOWEL CLASSIC DESIGN,2416.0,2925.58,263.0,197.0,0.0,2925.58
22481,BLACK TEA TOWEL CLASSIC DESIGN,1301.0,1346.06,219.0,132.0,0.0,1346.06
22482,BLUE TEA TOWEL CLASSIC DESIGN,2365.0,2796.93,214.0,154.0,0.0,2796.93
22483,RED GINGHAM TEDDY BEAR ,1895.0,5511.370000000001,349.0,223.0,-50.150000000000006,5461.220000000001
22485,SET OF 2 WOODEN MARKET CRATES,1109.0,14779.84,419.0,280.0,-165.75,14614.09
22486,PLASMATRONIC LAMP,106.0,881.9,40.0,22.0,-178.5,703.4
22487,WHITE WOOD GARDEN PLANT LADDER,1645.0,16549.399999999998,898.0,611.0,-635.6,15913.799999999997
22488,NATURAL SLATE RECTANGLE CHALKBOARD,6951.0,11874.22,808.0,426.0,-80.85,11793.369999999999
22489,PACK OF 12 TRADITIONAL CRAYONS,18050.0,7607.099999999999,785.0,417.0,-128.88,7478.219999999999
22491,PACK OF 12 COLOURED PENCILS,7541.0,6056.82,390.0,264.0,-134.28,5922.54
22492,MINI PAINT SET VINTAGE ,45593.0,28999.390000000003,732.0,363.0,-182.65,28816.74
22493,PAINT YOUR OWN CANVAS SET,4810.0,7738.889999999999,418.0,244.0,-398.1,7340.789999999999
22494,EMERGENCY FIRST AID TIN ,2859.0,3855.98,468.0,200.0,-63.75,3792.23
22495,SET OF 2 ROUND TINS CAMEMBERT ,954.0,2729.5400000000004,237.0,165.0,-17.700000000000003,2711.8400000000006
22496,SET OF 2 ROUND TINS DUTCH CHEESE,732.0,1999.0400000000002,193.0,153.0,-17.700000000000003,1981.3400000000001
22497,SET OF 2 TINS VINTAGE BATHROOM ,946.0,4345.08,279.0,160.0,-21.25,4323.83
22498,WOODEN REGATTA BUNTING,1136.0,6939.6900000000005,381.0,211.0,0.0,6939.6900000000005
22499,WOODEN UNION JACK BUNTING,3595.0,21898.74,774.0,452.0,-41.650000000000006,21857.09
22500,SET OF 2 TINS JARDIN DE PROVENCE,588.0,2686.9100000000003,198.0,155.0,-19.8,2667.11
22501,PICNIC BASKET WICKER LARGE,2637.0,30768.59,762.0,346.0,-1186.85,29581.74
22502,PICNIC BASKET WICKER SMALL,3861.0,61466.47,924.0,335.0,-436.42,61030.05
22503,CABIN BAG VINTAGE PAISLEY,149.0,3447.2,54.0,29.0,-546.6999999999999,2900.5
22504,CABIN BAG VINTAGE RETROSPOT,374.0,8224.63,115.0,55.0,-322.25,7902.379999999999
22505,MEMO BOARD COTTAGE DESIGN,3818.0,18318.08,744.0,397.0,-94.05,18224.030000000002
22507,MEMO BOARD RETROSPOT  DESIGN,5694.0,26626.56,900.0,445.0,-118.10000000000001,26508.460000000003
22508,DOORSTOP RETROSPOT HEART,2923.0,11750.29,697.0,400.0,-112.5,11637.79
22509,SEWING BOX RETROSPOT DESIGN ,392.0,5207.11,187.0,142.0,-288.04999999999995,4919.0599999999995
22510,GINGHAM BABUSHKA DOORSTOP,324.0,851.57,90.0,70.0,0.0,851.57
22511,RETROSPOT BABUSHKA DOORSTOP,405.0,1076.66,111.0,90.0,-3.75,1072.91
22512,DOORSTOP RACING CAR DESIGN,385.0,963.79,71.0,54.0,0.0,963.79
22513,DOORSTOP FOOTBALL DESIGN,590.0,1917.32,170.0,106.0,0.0,1917.32
22514,CHILDS GARDEN SPADE BLUE,1092.0,2223.92,233.0,151.0,-4.2,2219.7200000000003
22515,CHILDS GARDEN SPADE PINK,1056.0,2159.1800000000003,208.0,139.0,-8.4,2150.78
22516,CHILDS GARDEN RAKE BLUE,842.0,1711.1200000000001,162.0,106.0,-6.300000000000001,1704.8200000000002
22517,CHILDS GARDEN RAKE PINK,808.0,1597.8300000000002,152.0,106.0,0.0,1597.8300000000002
22518,CHILDS GARDEN BRUSH BLUE,1412.0,2939.7500000000005,266.0,141.0,0.0,2939.7500000000005
22519,CHILDS GARDEN BRUSH PINK,1443.0,3019.23,258.0,142.0,-29.400000000000002,2989.83
22520,CHILDS GARDEN TROWEL BLUE ,2294.0,2011.28,369.0,256.0,-1.7,2009.58
22521,CHILDS GARDEN TROWEL PINK,2291.0,1992.1,370.0,257.0,-1.7,1990.3999999999999
22522,CHILDS GARDEN FORK BLUE ,2239.0,1905.81,334.0,249.0,-12.75,1893.06
22523,CHILDS GARDEN FORK PINK,2185.0,1884.8,352.0,248.0,-12.75,1872.05
22524,CHILDRENS GARDEN GLOVES BLUE,1940.0,2736.2,293.0,188.0,-17.5,2718.7
22525,CHILDRENS GARDEN GLOVES PINK,1971.0,2803.66,328.0,189.0,-18.75,2784.91
22526,WHEELBARROW FOR CHILDREN ,545.0,6715.16,207.0,153.0,-153.0,6562.16
22528,GARDENERS KNEELING PAD,5825.0,7626.77,554.0,284.0,-56.25,7570.52
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2468.0,995.61,155.0,114.0,0.0,995.61
22530,MAGIC DRAWING SLATE DOLLY GIRL ,10270.0,4343.16,468.0,285.0,-20.16,4323.0
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,8302.0,3586.94,406.0,251.0,0.0,3586.94
22532,MAGIC DRAWING SLATE LEAP FROG ,2919.0,1125.47,175.0,130.0,0.0,1125.47
22533,MAGIC DRAWING SLATE BAKE A CAKE ,4670.0,1844.76,231.0,162.0,-30.240000000000002,1814.52
22534,MAGIC DRAWING SLATE SPACEBOY ,13156.0,5623.9,583.0,353.0,-58.38,5565.5199999999995
22535,MAGIC DRAWING SLATE BUNNIES ,4461.0,1865.86,298.0,204.0,-50.4,1815.4599999999998
22536,MAGIC DRAWING SLATE PURDEY,10162.0,3977.35,365.0,243.0,-52.44,3924.91
22537,MAGIC DRAWING SLATE DINOSAUR,5897.0,2437.32,350.0,225.0,-20.16,2417.1600000000003
22538,MINI JIGSAW GO TO THE FAIR,1445.0,612.13,86.0,56.0,0.0,612.13
22539,MINI JIGSAW DOLLY GIRL,5744.0,2313.24,247.0,138.0,-0.42,2312.8199999999997
22540,MINI JIGSAW CIRCUS PARADE ,6286.0,2464.09,189.0,114.0,-1.26,2462.83
22541,MINI JIGSAW LEAP FROG,1246.0,504.77,66.0,34.0,0.0,504.77
22543,MINI JIGSAW BAKE A CAKE ,3298.0,1303.77,118.0,72.0,0.0,1303.77
22544,MINI JIGSAW SPACEBOY,9541.0,3825.2999999999997,341.0,196.0,-38.22,3787.08
22545,MINI JIGSAW BUNNIES,3480.0,1433.95,184.0,106.0,-20.580000000000002,1413.3700000000001
22546,MINI JIGSAW PURDEY,4381.0,1765.8999999999999,181.0,106.0,-0.42,1765.4799999999998
22547,MINI JIGSAW DINOSAUR ,2032.0,869.95,189.0,84.0,-0.84,869.11
22548,HEADS AND TAILS SPORTING FUN,3579.0,4475.6,428.0,293.0,0.0,4475.6
22549,PICTURE DOMINOES,6680.0,9968.06,711.0,403.0,-1.45,9966.609999999999
22550,HOLIDAY FUN LUDO,2085.0,7813.46,425.0,275.0,-330.0,7483.46
22551,PLASTERS IN TIN SPACEBOY,15740.0,26420.749999999996,1299.0,616.0,-435.15,25985.599999999995
22553,PLASTERS IN TIN SKULLS,8009.0,13405.509999999998,1090.0,507.0,-197.99999999999997,13207.509999999998
22554,PLASTERS IN TIN WOODLAND ANIMALS,13822.0,23276.559999999998,1275.0,587.0,-243.14999999999998,23033.409999999996
22555,PLASTERS IN TIN STRONGMAN,11882.0,19240.019999999997,967.0,521.0,-65.99999999999999,19174.019999999997
22556,PLASTERS IN TIN CIRCUS PARADE ,13771.0,22651.23,1196.0,591.0,-196.34999999999997,22454.88
22557,PLASTERS IN TIN VINTAGE PAISLEY ,10598.0,17797.96,1126.0,580.0,-131.99999999999997,17665.96
22558,CLOTHES PEGS RETROSPOT PACK 24 ,14263.0,20136.649999999998,1202.0,541.0,-130.70999999999998,20005.94
22559,SEASIDE FLYING DISC,1585.0,1990.63,202.0,118.0,-5.0,1985.63
22560,TRADITIONAL MODELLING CLAY,15192.0,18270.55,742.0,420.0,-191.20000000000002,18079.35
22561,WOODEN SCHOOL COLOURING SET,11771.0,19740.539999999997,904.0,556.0,-611.6999999999999,19128.839999999997
22562,MONSTERS STENCIL CRAFT,4004.0,4714.8,393.0,251.0,0.0,4714.8
22563,HAPPY STENCIL CRAFT,5985.0,6978.860000000001,533.0,293.0,-3.75,6975.110000000001
22564,ALPHABET STENCIL CRAFT,4623.0,5287.650000000001,343.0,208.0,-727.32,4560.330000000001
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,2125.0,1936.9599999999998,278.0,173.0,-0.85,1936.11
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2890.0,2422.1499999999996,297.0,192.0,0.0,2422.1499999999996
